,Y
338,1
516,1
4323,1
3300,1
4263,1
2137,1
547,1
482,1
2273,1
5580,1
94,1
5494,1
3200,1
2526,1
1667,1
942,1
3743,1
5660,1
5419,1
3129,1
394,1
48,1
3478,1
3396,1
2229,1
4552,1
581,1
5572,1
3998,1
3786,1
5571,1
706,1
5469,1
3407,1
2825,1
349,1
3046,1
3036,1
4537,1
399,1
2291,1
5731,1
2734,1
2474,1
3708,1
1718,1
111,1
1375,1
4075,1
1062,1
4977,1
4947,1
4203,1
2920,1
1632,1
4353,1
3648,1
3795,1
5290,1
316,1
3842,1
4721,1
5665,1
4502,1
3445,1
5581,1
3198,1
983,1
4512,1
3254,1
2391,1
2320,1
4394,1
3603,1
3327,1
3302,1
4464,1
500,1
336,1
5156,1
5583,1
5345,1
4891,1
1932,1
530,1
3338,1
1951,1
1304,1
4572,1
264,1
4775,1
2230,1
1544,1
4313,1
3071,1
2840,1
3507,1
2160,1
3358,1
5247,1
5468,1
3865,1
1174,1
1090,1
2347,1
1933,1
2510,1
539,1
3007,1
5131,1
3361,1
2834,1
3278,1
2507,1
692,1
2183,1
1285,1
5594,1
658,1
2034,1
3992,1
1364,1
4921,1
3304,1
5018,1
1317,1
4068,1
1065,1
4701,1
5399,1
4498,1
3378,1
3850,1
2393,1
2933,1
3025,1
3012,1
2444,1
965,1
5346,1
130,1
90,1
4651,1
2279,1
5270,1
5601,1
4987,1
756,1
518,1
2919,1
1381,1
236,1
1712,1
3044,1
2371,1
5712,1
4472,1
961,1
4813,1
2479,1
5076,1
2851,1
1403,1
5026,1
5155,1
3682,1
1789,1
1040,1
3631,1
1876,1
1156,1
2004,1
2425,1
3516,1
776,1
2630,1
2283,1
376,1
2375,1
3557,1
4183,1
3340,1
3409,1
1353,1
1418,1
2085,1
3625,1
5674,1
750,1
418,1
2674,1
275,1
5411,1
3940,1
3296,1
5500,1
4306,1
463,1
328,1
1871,1
4982,1
1424,1
3161,1
4702,1
1526,1
3621,1
3756,1
5241,1
5541,1
362,1
579,1
5802,1
4285,1
4086,1
2075,1
1491,1
4549,1
4373,1
5557,1
247,1
4463,1
5616,1
1447,1
4106,1
3662,1
3639,1
4322,1
5627,1
1785,1
710,1
2732,1
1007,1
2195,1
1045,1
2715,1
4473,1
4456,1
1036,1
414,1
2174,1
3084,1
2955,1
2754,1
703,1
88,1
1653,1
5249,1
5296,1
2562,1
5039,1
2705,1
2144,1
1978,1
5046,1
932,1
2698,1
778,1
5673,1
1338,1
2667,1
2429,1
3827,1
945,1
3875,1
4820,1
1245,1
5675,1
913,1
2707,1
3284,1
2679,1
5497,1
4953,1
2361,1
1078,1
1290,1
3344,1
1913,1
881,1
5332,1
3384,1
3496,1
2778,1
3287,1
71,1
124,1
1919,1
2246,1
3518,1
3009,1
85,1
4444,1
4317,1
1711,1
75,1
3945,1
3523,1
4205,1
544,1
2846,1
258,1
5565,1
3783,1
5584,1
2334,1
1471,1
2725,1
1652,1
182,1
917,1
4845,1
5599,1
259,1
680,1
3335,1
4925,1
4515,1
5210,1
2991,1
4766,1
2547,1
3594,1
5799,1
3190,1
81,1
565,1
4273,1
504,1
1298,1
1481,1
4646,1
1744,1
2064,1
3401,1
3068,1
3428,1
887,1
4726,1
3909,1
4700,1
5137,1
1770,1
2250,1
3301,1
3324,1
2735,1
1161,1
5078,1
3150,1
5194,1
5781,1
3026,1
1272,1
309,1
5366,1
3222,1
1751,1
558,1
3440,1
269,1
1944,1
511,1
1960,1
484,1
2285,1
2633,1
4046,1
3684,1
2367,1
3288,1
951,1
5486,1
636,1
4607,1
4691,1
370,1
4328,1
1569,1
3550,1
2726,1
3276,1
1780,1
1070,1
1302,1
1661,1
2251,1
116,1
4877,1
1807,1
1102,1
1869,1
1811,1
1583,1
3203,1
3312,1
1432,1
4878,1
5512,1
140,1
3158,1
5612,1
922,1
5013,1
4325,1
408,1
2557,1
997,1
5647,1
5284,1
2867,1
1462,1
224,1
2741,1
1991,1
3309,1
3802,1
1028,1
4437,1
2301,1
4834,1
4708,1
1678,1
1146,1
4803,1
2821,1
3581,1
4129,1
632,1
1723,1
3592,1
1092,1
633,1
5622,1
3021,1
3888,1
4564,1
5668,1
39,1
2317,1
1532,1
2544,1
4864,1
1858,1
5151,1
3468,1
1821,1
5686,1
5015,1
2930,1
2639,1
1126,1
2545,1
4243,1
2211,1
282,1
2076,1
4911,1
3471,1
3736,1
1525,1
2447,1
4408,1
4288,1
2956,1
3538,1
5016,1
5059,1
528,1
2386,1
5630,1
2239,1
4530,1
421,1
2499,1
652,1
4477,1
1027,1
3003,1
2493,1
5656,1
5089,1
5664,1
1857,1
5004,1
28,1
2515,1
1974,1
3156,1
921,1
4140,1
4945,1
1042,1
5596,1
3377,1
3841,1
1729,1
1425,1
1421,1
5328,1
1764,1
1431,1
4650,1
950,1
2904,1
4926,1
3250,1
3093,1
4632,1
3804,1
3754,1
2005,1
4400,1
2629,1
765,1
4061,1
5636,1
5223,1
5228,1
440,1
5325,1
3508,1
4990,1
596,1
1567,1
5679,1
4082,1
863,1
936,1
5737,1
3047,1
4873,1
1862,1
262,1
4756,1
3364,1
2134,1
4718,1
5224,1
4019,1
1087,1
3033,1
3837,1
4991,1
325,1
5267,1
4211,1
717,1
4510,1
1861,1
1024,1
1710,1
5720,1
2693,1
1016,1
3256,1
1524,1
4546,1
529,1
1741,1
3760,1
2219,1
4368,1
1983,1
4279,1
572,1
1355,1
122,1
2200,1
1486,1
3856,1
1167,1
1656,1
796,1
2307,1
4462,1
1586,1
5330,1
4799,1
5122,1
1390,1
5684,1
480,1
5033,1
5792,1
851,1
1429,1
5036,1
935,1
3867,1
3072,1
2192,1
5428,1
4246,1
2595,1
1856,1
3477,1
4242,1
1470,1
84,1
2164,1
5730,1
5117,1
3486,1
4970,1
1975,1
749,1
1733,1
3155,1
187,1
2484,1
2724,1
5427,1
5401,1
343,1
4996,1
5587,1
2942,1
4812,1
2163,1
1501,1
3373,1
3853,1
1132,1
517,1
1323,1
2929,1
600,1
3922,1
3029,1
5272,1
4755,1
2914,1
4825,1
4076,1
3443,1
5147,1
358,1
0,1
1119,1
3539,1
3461,1
1895,1
1448,1
2852,1
4268,1
3709,1
4504,1
4307,1
3759,1
143,1
2409,1
2280,1
4773,1
4369,1
4782,1
2596,1
5744,1
5576,1
1426,1
5397,1
4392,1
806,1
5256,1
2496,1
5776,1
739,1
2616,1
711,1
3794,1
2228,1
1628,1
4997,1
801,1
4762,1
3771,1
1522,1
3586,1
2324,1
5634,1
885,1
32,1
4931,1
5765,1
5371,1
1170,1
856,1
1804,1
3973,1
1841,1
3136,1
4745,1
4605,1
434,1
4311,1
4952,1
763,1
4479,1
2437,1
967,1
169,1
5291,1
267,1
3546,1
2752,1
1506,1
351,1
464,1
5653,1
3801,1
3290,1
1439,1
3521,1
5248,1
451,1
101,1
2738,1
3991,1
4145,1
3880,1
5,1
2113,1
3141,1
2256,1
2311,1
2356,1
5324,1
1240,1
1057,1
5689,1
5598,1
3583,1
2373,1
3566,1
3367,1
1316,1
4121,1
4654,1
289,1
4296,1
1947,1
56,1
1177,1
4501,1
1414,1
3366,1
4248,1
4080,1
1417,1
2390,1
621,1
2312,1
769,1
5610,1
754,1
821,1
2531,1
5749,1
1449,1
2343,1
2284,1
2665,1
5775,1
1165,1
2997,1
880,1
888,1
4022,1
655,1
2968,1
5734,1
1605,1
5082,1
4425,1
3085,1
3219,1
643,1
3168,1
2835,1
302,1
1905,1
1559,1
196,1
3264,1
1802,1
3487,1
2376,1
4581,1
3408,1
2122,1
994,1
5400,1
2181,1
1337,1
4751,1
527,1
2844,1
753,1
2435,1
927,1
4619,1
5511,1
1274,1
5162,1
2625,1
4598,1
4929,1
4350,1
36,1
5639,1
943,1
5143,1
5457,1
3102,1
4653,1
1992,1
2468,1
1961,1
3303,1
2381,1
1595,1
1720,1
4125,1
789,1
4201,1
495,1
4791,1
3580,1
4085,1
2813,1
304,1
1268,1
4862,1
1684,1
3024,1
857,1
2281,1
2870,1
5640,1
2431,1
2631,1
4670,1
4811,1
1030,1
2101,1
4656,1
2026,1
4830,1
642,1
3069,1
4638,1
1138,1
4647,1
4521,1
2262,1
4370,1
1773,1
3590,1
2252,1
1173,1
372,1
1728,1
5490,1
5690,1
3342,1
4355,1
345,1
4727,1
113,1
2653,1
1542,1
425,1
4674,1
3562,1
3731,1
5763,1
4801,1
2609,1
3215,1
3641,1
3310,1
865,1
2448,1
993,1
3298,1
1013,1
5811,1
4679,1
5352,1
5365,1
910,1
3545,1
3127,1
570,1
4174,1
4706,1
4897,1
3748,1
726,1
221,1
1650,1
92,1
2685,1
4889,1
574,1
1756,1
5110,1
1399,1
667,1
1594,1
2530,1
4671,1
2248,1
1420,1
4033,1
5593,1
429,1
5363,1
4833,1
2689,1
4109,1
4857,1
1235,1
900,1
5123,1
3657,1
5385,1
2030,1
2233,1
733,1
2290,1
4963,1
3832,1
2384,1
3017,1
2811,1
1784,1
651,1
4539,1
1747,1
3206,1
4693,1
2626,1
3398,1
3125,1
568,1
5292,1
5760,1
128,1
2990,1
5321,1
5043,1
2560,1
5174,1
5752,1
4763,1
1465,1
4859,1
4957,1
3453,1
4927,1
1451,1
4112,1
4574,1
1696,1
5199,1
5810,1
663,1
1533,1
812,1
3101,1
1232,1
571,1
4519,1
3404,1
3255,1
5701,1
1194,1
4008,1
62,1
4067,1
387,1
2520,1
2481,1
1945,1
4836,1
431,1
1724,1
446,1
5184,1
2832,1
4612,1
1168,1
3416,1
4294,1
152,1
3845,1
5556,1
3008,1
2379,1
507,1
160,1
2903,1
1867,1
5623,1
712,1
2025,1
4011,1
5809,1
4883,1
828,1
2055,1
1762,1
4291,1
2078,1
1046,1
5484,1
623,1
918,1
208,1
2348,1
895,1
3668,1
5098,1
2063,1
797,1
2854,1
3077,1
1352,1
5700,1
646,1
4292,1
5393,1
4531,1
1941,1
3112,1
5405,1
3263,1
5079,1
1796,1
1139,1
4505,1
1660,1
3333,1
3459,1
1342,1
4933,1
1383,1
5475,1
1159,1
3059,1
4802,1
1137,1
4826,1
234,1
1434,1
813,1
4329,1
5192,1
5595,1
3851,1
1286,1
2690,1
473,1
2167,1
612,1
4958,1
49,1
461,1
1613,1
741,1
2814,1
1911,1
3528,1
3978,1
3885,1
559,1
1456,1
5606,1
5090,1
4838,1
3726,1
1328,1
4041,1
5739,1
4196,1
2060,1
138,1
3282,1
82,1
5198,1
3908,1
2,1
4692,1
1925,1
508,1
5624,1
2659,1
2523,1
2389,1
1672,1
4163,1
2394,1
576,1
168,1
5287,1
2385,1
2837,1
3483,1
4640,1
4374,1
4449,1
2691,1
2423,1
1039,1
5042,1
2006,1
3107,1
3070,1
2923,1
1169,1
4202,1
4363,1
5295,1
4190,1
3897,1
876,1
2714,1
466,1
3959,1
1118,1
4561,1
385,1
3056,1
4794,1
926,1
5444,1
2571,1
4520,1
1882,1
118,1
5635,1
637,1
2672,1
1717,1
2566,1
3969,1
2147,1
5764,1
5207,1
1210,1
2790,1
666,1
3629,1
287,1
5091,1
1568,1
2372,1
3138,1
3650,1
2876,1
2695,1
3286,1
1200,1
1636,1
5034,1
5609,1
4413,1
1848,1
4736,1
3030,1
1982,1
2467,1
3920,1
2538,1
455,1
4018,1
2737,1
4503,1
4547,1
3785,1
1745,1
3688,1
1413,1
1166,1
5661,1
5478,1
4888,1
2516,1
2439,1
2529,1
3534,1
2476,1
1939,1
563,1
1354,1
746,1
158,1
485,1
347,1
3210,1
1392,1
1560,1
4005,1
4048,1
2742,1
800,1
4298,1
640,1
350,1
4126,1
5372,1
3458,1
5302,1
4117,1
586,1
1288,1
5344,1
5614,1
4841,1
20,1
4197,1
4452,1
5086,1
4588,1
5510,1
545,1
5520,1
3238,1
1158,1
4115,1
4303,1
4788,1
4916,1
3658,1
9,1
5308,1
1577,1
2971,1
4939,1
2913,1
2270,1
5631,1
1776,1
4327,1
1535,1
4482,1
3212,1
696,1
121,1
2782,1
2525,1
2918,1
239,1
1759,1
2293,1
68,1
2173,1
548,1
3773,1
1792,1
5531,1
5208,1
2265,1
3946,1
4488,1
3186,1
3679,1
4529,1
3895,1
4526,1
108,1
3537,1
1603,1
3879,1
546,1
923,1
2760,1
274,1
3432,1
5551,1
3111,1
4250,1
5338,1
5315,1
270,1
1084,1
2180,1
820,1
4192,1
5573,1
2193,1
566,1
4034,1
1879,1
5589,1
4088,1
4051,1
1666,1
4430,1
1873,1
1592,1
1329,1
2826,1
2511,1
641,1
481,1
1037,1
2768,1
638,1
2377,1
5646,1
5108,1
2329,1
1664,1
217,1
1690,1
3208,1
5169,1
5133,1
2182,1
5604,1
1837,1
1110,1
1691,1
3664,1
1976,1
1836,1
1443,1
4330,1
5012,1
2171,1
3234,1
2675,1
132,1
4052,1
5670,1
3680,1
2031,1
4966,1
603,1
1964,1
1556,1
4304,1
2905,1
4281,1
4731,1
3247,1
3152,1
1607,1
404,1
365,1
5793,1
1782,1
2748,1
5265,1
5055,1
3902,1
1438,1
184,1
3739,1
1623,1
1393,1
4247,1
2842,1
1766,1
4478,1
4578,1
2541,1
5101,1
2399,1
1442,1
4403,1
5783,1
1147,1
4733,1
2186,1
4779,1
498,1
3076,1
1129,1
3878,1
1515,1
2800,1
1391,1
2777,1
5092,1
1010,1
3567,1
3096,1
3405,1
1287,1
4359,1
1868,1
1395,1
5651,1
768,1
4383,1
4393,1
3636,1
5271,1
4207,1
22,1
2986,1
4525,1
3964,1
985,1
1402,1
2398,1
3808,1
1743,1
4111,1
1938,1
1543,1
4440,1
2875,1
1269,1
4662,1
2643,1
4135,1
2958,1
999,1
3337,1
5525,1
573,1
3780,1
3187,1
1701,1
1539,1
2546,1
1495,1
2830,1
755,1
2952,1
693,1
3870,1
3887,1
1703,1
1482,1
5452,1
5153,1
3846,1
588,1
1521,1
3253,1
538,1
4136,1
3191,1
1440,1
354,1
2710,1
2168,1
3260,1
1293,1
15,1
1004,1
2713,1
3830,1
3479,1
2755,1
1071,1
5707,1
3028,1
3703,1
2032,1
3376,1
2109,1
2509,1
1325,1
2102,1
3294,1
5466,1
1570,1
4635,1
1454,1
1547,1
2267,1
3375,1
5524,1
4049,1
4506,1
5306,1
5562,1
1612,1
3239,1
3433,1
2692,1
2786,1
3606,1
2759,1
5175,1
3042,1
3380,1
3862,1
4319,1
3412,1
1120,1
3718,1
3732,1
5495,1
5048,1
2243,1
4161,1
2708,1
1700,1
3779,1
3501,1
5322,1
1155,1
5415,1
952,1
3616,1
2241,1
4719,1
1117,1
954,1
2966,1
368,1
3475,1
1172,1
4596,1
5225,1
3001,1
3912,1
341,1
1376,1
5702,1
1182,1
415,1
4446,1
3966,1
3706,1
2845,1
3835,1
4675,1
3611,1
4365,1
944,1
3532,1
3057,1
1980,1
1739,1
5196,1
4541,1
5023,1
1957,1
2785,1
1893,1
523,1
2964,1
91,1
5420,1
3637,1
1566,1
442,1
1618,1
1549,1
1820,1
1461,1
3306,1
4381,1
1686,1
5578,1
827,1
314,1
4417,1
805,1
5180,1
5383,1
1783,1
5197,1
436,1
2008,1
2337,1
3531,1
2023,1
5787,1
161,1
4254,1
2069,1
5706,1
2636,1
3045,1
313,1
4276,1
4460,1
3906,1
4198,1
2780,1
622,1
2453,1
2466,1
5057,1
1291,1
5020,1
1218,1
5648,1
3968,1
3784,1
4703,1
4133,1
1059,1
4209,1
4961,1
4047,1
725,1
1898,1
1018,1
2794,1
1259,1
3955,1
4971,1
3014,1
1222,1
2820,1
1504,1
681,1
5508,1
4615,1
5806,1
896,1
5545,1
3061,1
4886,1
5488,1
4994,1
2632,1
4880,1
3926,1
2744,1
4907,1
1721,1
4262,1
5538,1
2994,1
2297,1
2227,1
2446,1
598,1
3741,1
3694,1
1912,1
1823,1
3700,1
4378,1
2237,1
1847,1
2477,1
5319,1
4969,1
1008,1
939,1
874,1
1793,1
4590,1
2488,1
1406,1
860,1
4932,1
4899,1
3962,1
5350,1
2249,1
2159,1
3882,1
1299,1
853,1
4622,1
1999,1
374,1
5142,1
3474,1
1519,1
1534,1
1810,1
1386,1
3712,1
2136,1
2578,1
4233,1
3062,1
2203,1
2764,1
1178,1
2405,1
793,1
3122,1
1492,1
3374,1
5626,1
4467,1
5567,1
1231,1
1498,1
5800,1
2039,1
3833,1
1924,1
2308,1
1104,1
5298,1
2889,1
1324,1
1799,1
3205,1
1830,1
1029,1
4405,1
1689,1
2460,1
2117,1
580,1
5676,1
4097,1
5166,1
119,1
3395,1
1408,1
5461,1
3436,1
4151,1
5801,1
3226,1
2054,1
2860,1
3448,1
807,1
4597,1
1382,1
67,1
2353,1
859,1
43,1
4749,1
112,1
5786,1
4358,1
2153,1
4993,1
5505,1
3852,1
1502,1
4839,1
5049,1
1581,1
1143,1
3097,1
2683,1
5070,1
4988,1
3593,1
5263,1
5620,1
327,1
3717,1
2051,1
2647,1
179,1
2091,1
2993,1
2581,1
5014,1
3660,1
4514,1
2743,1
519,1
288,1
5370,1
5113,1
4935,1
2413,1
781,1
2346,1
1122,1
202,1
1801,1
1596,1
74,1
4278,1
40,1
730,1
2646,1
109,1
5367,1
4854,1
192,1
5412,1
3005,1
3341,1
5138,1
1368,1
4220,1
1709,1
4172,1
42,1
5235,1
5304,1
3781,1
1673,1
1014,1
2817,1
916,1
5492,1
1892,1
1981,1
2214,1
3560,1
1322,1
5268,1
4083,1
2727,1
3371,1
869,1
1606,1
2302,1
4021,1
5794,1
5084,1
5447,1
45,1
4427,1
333,1
3863,1
4814,1
1753,1
1224,1
727,1
5069,1
2607,1
2190,1
2071,1
4534,1
4469,1
5351,1
963,1
4390,1
3204,1
2388,1
232,1
3251,1
1301,1
1089,1
3683,1
4334,1
1550,1
76,1
5246,1
233,1
1428,1
4934,1
256,1
3493,1
2226,1
2881,1
318,1
1256,1
3126,1
154,1
3898,1
5136,1
2612,1
3556,1
1096,1
2201,1
4105,1
1394,1
1367,1
1994,1
2561,1
808,1
5579,1
386,1
911,1
2717,1
4216,1
1374,1
1405,1
4388,1
1468,1
779,1
1488,1
3391,1
4283,1
1153,1
976,1
2482,1
3492,1
2222,1
1,1
1565,1
1479,1
2010,1
5072,1
5336,1
2696,1
4627,1
1708,1
3665,1
3318,1
3131,1
2187,1
995,1
5687,1
3169,1
1781,1
4143,1
409,1
803,1
1061,1
5239,1
2745,1
855,1
5047,1
281,1
4415,1
2463,1
5134,1
211,1
4193,1
583,1
2040,1
1969,1
532,1
255,1
2260,1
515,1
3308,1
2751,1
4416,1
3914,1
2579,1
5027,1
531,1
1460,1
326,1
246,1
3547,1
1622,1
930,1
3109,1
2150,1
1713,1
69,1
388,1
1343,1
3857,1
3653,1
698,1
3037,1
747,1
5680,1
2095,1
4412,1
4893,1
2236,1
3336,1
3776,1
3695,1
227,1
1035,1
1859,1
3241,1
4230,1
1095,1
3576,1
4063,1
3988,1
1998,1
2773,1
5294,1
962,1
891,1
189,1
946,1
1054,1
3293,1
4267,1
172,1
5669,1
1588,1
4448,1
2833,1
2255,1
271,1
1874,1
5289,1
4389,1
5682,1
3511,1
714,1
2408,1
4411,1
177,1
1699,1
1360,1
3797,1
872,1
2017,1
4716,1
928,1
2257,1
4747,1
2849,1
4438,1
777,1
2052,1
2910,1
980,1
4255,1
2642,1
476,1
1069,1
3196,1
4110,1
786,1
1490,1
1327,1
3649,1
3363,1
1326,1
564,1
3281,1
2269,1
4860,1
4345,1
3000,1
4973,1
3896,1
4513,1
4360,1
3894,1
4228,1
3211,1
1834,1
804,1
4688,1
5501,1
5083,1
4678,1
1266,1
4624,1
5560,1
4054,1
2670,1
416,1
5445,1
2172,1
2624,1
2018,1
5454,1
3427,1
1966,1
2543,1
2901,1
4928,1
614,1
5044,1
955,1
83,1
1067,1
957,1
2535,1
2728,1
4475,1
1825,1
2861,1
3951,1
1267,1
1657,1
5214,1
3970,1
1889,1
3225,1
3957,1
3666,1
5236,1
2809,1
5563,1
835,1
4821,1
5172,1
1510,1
503,1
4902,1
4114,1
5054,1
4915,1
3697,1
1300,1
505,1
441,1
3792,1
1599,1
3050,1
839,1
3652,1
4914,1
4591,1
3670,1
1817,1
915,1
735,1
107,1
5575,1
2880,1
688,1
4208,1
1677,1
4362,1
1162,1
5517,1
64,1
5285,1
2673,1
2603,1
761,1
4451,1
909,1
2869,1
5746,1
831,1
4847,1
2573,1
4004,1
3163,1
4511,1
871,1
3119,1
4340,1
5109,1
3899,1
1098,1
295,1
4771,1
4979,1
5129,1
2086,1
4985,1
4256,1
397,1
854,1
5380,1
4540,1
2080,1
18,1
5637,1
4176,1
715,1
1252,1
195,1
5602,1
203,1
292,1
1345,1
2960,1
2161,1
3517,1
4827,1
4164,1
3115,1
5678,1
4595,1
1629,1
4976,1
3713,1
4,1
175,1
412,1
2349,1
1990,1
1430,1
1940,1
2584,1
23,1
5209,1
2292,1
4376,1
3381,1
966,1
4798,1
3905,1
2074,1
420,1
959,1
602,1
1791,1
4964,1
829,1
2563,1
3326,1
5262,1
5705,1
506,1
4170,1
3175,1
3729,1
3500,1
2528,1
3441,1
1576,1
582,1
3634,1
5407,1
4432,1
3137,1
3575,1
2874,1
1226,1
697,1
4757,1
4407,1
1485,1
454,1
3561,1
2323,1
1215,1
2129,1
1676,1
3151,1
861,1
501,1
3331,1
4045,1
2099,1
5394,1
3267,1
5159,1
4672,1
2212,1
1800,1
1190,1
1366,1
5102,1
752,1
2306,1
1294,1
3130,1
4295,1
3889,1
4538,1
4089,1
2980,1
5654,1
216,1
5740,1
3943,1
4606,1
493,1
472,1
1651,1
2357,1
2894,1
1754,1
5103,1
996,1
4554,1
126,1
5145,1
1860,1
2321,1
4331,1
2355,1
886,1
396,1
3002,1
4471,1
2801,1
2216,1
625,1
4007,1
5040,1
2380,1
5140,1
379,1
2859,1
5652,1
2141,1
4290,1
3292,1
3529,1
5277,1
4141,1
4016,1
149,1
5377,1
2240,1
721,1
2410,1
3233,1
430,1
4113,1
2489,1
5242,1
1105,1
1361,1
1580,1
4357,1
1051,1
3913,1
5260,1
1555,1
5327,1
5688,1
359,1
5777,1
3907,1
1671,1
4868,1
1972,1
877,1
1410,1
352,1
2567,1
5767,1
5530,1
1948,1
4182,1
3691,1
4548,1
1357,1
407,1
5732,1
4714,1
1330,1
3307,1
5231,1
2600,1
4663,1
1930,1
2892,1
5337,1
3343,1
3074,1
3710,1
1201,1
1415,1
4343,1
5303,1
2524,1
1469,1
3690,1
5348,1
1624,1
2688,1
1827,1
3723,1
2427,1
4758,1
4314,1
5161,1
3490,1
2946,1
3274,1
1270,1
1680,1
1248,1
277,1
1584,1
4348,1
3090,1
3165,1
2360,1
136,1
2382,1
3849,1
2259,1
3031,1
4232,1
339,1
3900,1
3777,1
2048,1
2245,1
5435,1
5150,1
5317,1
4568,1
3081,1
791,1
1845,1
3245,1
3977,1
4458,1
1907,1
1790,1
1344,1
1805,1
1816,1
2906,1
824,1
3525,1
990,1
2916,1
817,1
5549,1
3116,1
1574,1
3904,1
3439,1
1017,1
3197,1
4741,1
2455,1
977,1
340,1
331,1
2354,1
2856,1
2215,1
5633,1
5126,1
296,1
1213,1
5442,1
319,1
5509,1
830,1
662,1
4489,1
4962,1
4148,1
2614,1
4984,1
3834,1
535,1
3826,1
1587,1
332,1
858,1
1263,1
5570,1
2857,1
1654,1
1674,1
2985,1
2422,1
5529,1
4573,1
2568,1
560,1
2119,1
4077,1
960,1
1160,1
4429,1
1775,1
4711,1
1441,1
4750,1
2015,1
1331,1
3669,1
3488,1
5100,1
16,1
4570,1
3675,1
3164,1
1131,1
5550,1
4100,1
657,1
1655,1
2899,1
155,1
4884,1
392,1
1695,1
1295,1
2747,1
1880,1
5311,1
1427,1
4761,1
1589,1
2522,1
5424,1
1015,1
2769,1
5564,1
180,1
2268,1
2761,1
1631,1
2457,1
4905,1
1292,1
5384,1
2924,1
4603,1
5107,1
2606,1
3035,1
3536,1
554,1
400,1
2789,1
1971,1
1853,1
5582,1
4628,1
5118,1
992,1
3039,1
5791,1
3353,1
3716,1
3744,1
2617,1
5590,1
3571,1
5547,1
3272,1
170,1
686,1
5222,1
4227,1
60,1
3751,1
3258,1
4060,1
5259,1
4669,1
4551,1
4781,1
3425,1
2314,1
3121,1
719,1
2454,1
3569,1
2706,1
4366,1
525,1
669,1
1108,1
4397,1
4455,1
4428,1
998,1
4999,1
1579,1
1318,1
5641,1
3543,1
5181,1
53,1
3227,1
3476,1
4351,1
4240,1
2242,1
1824,1
1450,1
5041,1
1970,1
5722,1
5816,1
5185,1
205,1
5448,1
1831,1
2336,1
5373,1
5695,1
1192,1
2198,1
4188,1
2879,1
934,1
5112,1
2988,1
5386,1
3157,1
1888,1
4098,1
4053,1
5381,1
1335,1
1794,1
5273,1
4774,1
1275,1
738,1
3317,1
5464,1
3815,1
4890,1
991,1
5173,1
2050,1
4618,1
1176,1
3365,1
2907,1
3821,1
47,1
605,1
5808,1
4128,1
3182,1
5458,1
672,1
487,1
2877,1
2868,1
299,1
5514,1
4055,1
4134,1
2987,1
3541,1
2911,1
4404,1
4252,1
3053,1
1929,1
4887,1
3568,1
1572,1
1647,1
106,1
606,1
4379,1
1221,1
3075,1
5439,1
5403,1
5031,1
5785,1
78,1
31,1
2197,1
3733,1
4524,1
5657,1
5416,1
4528,1
3094,1
1734,1
389,1
2135,1
5432,1
44,1
2770,1
1987,1
4783,1
3189,1
1959,1
1055,1
818,1
4326,1
707,1
810,1
2196,1
4459,1
2194,1
5343,1
3383,1
3674,1
4867,1
4908,1
4843,1
5703,1
3847,1
3113,1
4777,1
4523,1
904,1
2487,1
850,1
1296,1
3144,1
5035,1
3083,1
5710,1
3180,1
2513,1
3316,1
5245,1
1731,1
257,1
241,1
4824,1
5115,1
1066,1
5050,1
2286,1
3149,1
3368,1
3642,1
1705,1
5106,1
2264,1
456,1
3467,1
1645,1
2365,1
323,1
2645,1
4131,1
1927,1
4872,1
702,1
718,1
3311,1
720,1
2066,1
4917,1
2471,1
5613,1
1020,1
4660,1
6701,1
9709,1
5936,1
7671,1
2320,1
6656,1
6009,1
3951,1
4837,1
2864,1
8828,1
2872,1
7065,1
3748,1
2608,1
3476,1
7642,1
9966,1
143,1
183,1
9628,1
7961,1
5434,1
3139,1
4559,1
4998,1
10108,1
7105,1
2817,1
360,1
889,1
4402,1
3947,1
439,1
3033,1
1218,1
4454,1
8731,1
5995,1
1051,1
1842,1
7541,1
3989,1
2110,1
6248,1
1191,1
9458,1
2151,1
2655,1
7877,1
7420,1
3385,1
7016,1
9155,1
6081,1
5108,1
112,1
10152,1
5159,1
3475,1
5956,1
8809,1
9571,1
6496,1
4595,1
9523,1
1214,1
2563,1
5777,1
4661,1
2705,1
511,1
5178,1
1865,1
2830,1
2824,1
562,1
9633,1
176,1
1311,1
10059,1
5259,1
974,1
7074,1
1437,1
1305,1
6571,1
7972,1
1571,1
7350,1
3724,1
4281,1
8065,1
4474,1
110,1
3858,1
2806,1
6831,1
408,1
3242,1
2251,1
4083,1
4164,1
1308,1
1221,1
6939,1
5626,1
6074,1
4588,1
2875,1
3561,1
9,1
4258,1
897,1
850,1
911,1
6723,1
3594,1
261,1
1913,1
6109,1
8221,1
8388,1
9076,1
1236,1
10250,1
5182,1
3641,1
9489,1
3389,1
4705,1
6767,1
7762,1
8910,1
4586,1
6926,1
4947,1
7328,1
896,1
3798,1
9741,1
8904,1
2616,1
9981,1
5793,1
1307,1
3212,1
4425,1
1907,1
8214,1
6436,1
2396,1
9183,1
4570,1
2485,1
5853,1
7397,1
1081,1
4266,1
199,1
4860,1
1017,1
9704,1
5984,1
2537,1
936,1
104,1
6173,1
7776,1
4049,1
287,1
1678,1
3257,1
3538,1
1965,1
5519,1
7303,1
5169,1
2673,1
8862,1
6621,1
4905,1
6806,1
5385,1
5631,1
3692,1
